glottocode,name,level,iso639_3,family_id,family_name,parent_id,parent_name,macroareas,countries,latitude,longitude
mara1399,Maragus,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mrs,aust1307,Austronesian,nort3261,Northwestern Malakula,Papunesia,Vanuatu,-16.0695,167.33
marg1265,Marghi Central,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mrt,afro1255,Afro-Asiatic,bium1270,Marghic,Africa,Nigeria,10.93854,13.0521
mono1269,Mono (Cameroon),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mru,atla1278,Atlantic-Congo,mund1324,Mundangic,Africa,Cameroon,8.78372,14.2254
mang1401,Mangareva,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mrv,aust1307,Austronesian,fare1245,Far East Polynesian,Papunesia,French Polynesia,-23.1095,-134.97
mara1404,Maranao,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mrw,aust1307,Austronesian,dana1253,Danaw,Papunesia,Philippines,7.79414,124.175
mare1261,Maremgi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mrx,toro1256,Tor-Orya,tora1268,Tor,Papunesia,Indonesia,-2.31915,139.673
kara1489,Mandaya,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mry,aust1307,Austronesian,east2477,Eastern Mansakan,Papunesia,Philippines,7.50481,126.409
nucl1622,Marind,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mrz,anim1240,Anim,nucl1621,Marindic,Papunesia,Indonesia;Papua New Guinea,-8.15651,140.009
masb1238,Masbatenyo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msb,aust1307,Austronesian,masb1239,Masbate-Sorsogon,Papunesia,Philippines,12.21453,123.63579
sank1253,Sankaran Maninka,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msc,mand1469,Mande,mane1267,Manenkan,Africa,Guinea;Sierra Leone,10.0962,-10.569
yuca1236,Yucatec Maya Sign Language,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msd,sign1238,Sign Language,meem1234,Meemul-Tziij,North America,Mexico,20.5,-89.0
muse1242,Musey,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mse,afro1255,Afro-Asiatic,marb1245,Marba-Musey,Africa,Cameroon;Chad,9.81612,15.4115
mekw1241,Mekwei,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msf,nimb1257,Nimboranic,oute1261,Outer Nimboranic,Papunesia,Indonesia,-2.52264,140.326
mora1239,Moraid,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msg,west1493,West Bird's Head,sout1499,South West Bird's Head,Papunesia,Indonesia,-1.04083,131.965
masi1268,Masikoro Malagasy,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msh,aust1307,Austronesian,saka1299,Western Malagasic,Africa,Madagascar,-22.5582,43.8156
saba1263,Sabah Malay,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msi,aust1307,Austronesian,brun1252,Bruneic Malay,Papunesia,Malaysia,4.64808,117.024
made1252,Ma (Democratic Republic of Congo),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msj,atla1278,Atlantic-Congo,mbai1246,Mbaic,Africa,"Congo, The Democratic Republic of the",3.69351,26.9939
mans1262,Mansaka,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msk,aust1307,Austronesian,east2477,Eastern Mansakan,Papunesia,Philippines,6.79221,126.181
molo1262,Molof,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msl,,,,,Papunesia,Indonesia,-3.41946,140.557
agus1235,Agusan Manobo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msm,aust1307,Austronesian,east2478,East Manobo,Papunesia,Philippines,8.62731,125.742
vure1239,Vurës,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msn,aust1307,Austronesian,torr1262,Torres-Banks linkage,Papunesia,Vanuatu,-13.905677,167.451412
nucl1452,Mombum,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mso,momb1255,Mombum-Koneraw,momb1255,Mombum-Koneraw,Papunesia,Indonesia,-8.27141,138.773
mari1442,Manitsauá,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msp,tupi1275,Tupian,unun9935,Unclassified Jurunic,South America,Brazil,-11.5833,-53.9667
caac1237,Caac,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msq,aust1307,Austronesian,kumn1236,Kum-Nel-Yua-Cac,Papunesia,New Caledonia,-20.4114,164.578
mong1264,Mongolian Sign Language,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msr,sign1238,Sign Language,nucl1824,Nuclear RSLic,Eurasia,Mongolia,48.6852,107.528
west2535,West Masela,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mss,aust1307,Austronesian,mase1249,Masela-South Babar,Papunesia,Indonesia,-8.1804,129.833
muso1238,Musom,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msu,aust1307,Austronesian,muso1239,Musom-Sirak,Papunesia,Papua New Guinea,-6.53817,146.93
masl1241,Maslam,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msv,afro1255,Afro-Asiatic,koto1268,Kotoko Septentrional 1,Africa,Cameroon;Chad,12.1918,14.8873
mans1259,Mansoanka,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msw,atla1278,Atlantic-Congo,atla1278,Atlantic-Congo,Africa,Gambia;Guinea-Bissau,12.8218,-15.9202
more1258,Moresada,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msx,nucl1709,Nuclear Trans New Guinea,anam1250,Anamuxric,Papunesia,Papua New Guinea,-4.57497,144.988
arua1260,Aruamu,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msy,ramu1234,Ramu,mika1254,Mikarewan,Papunesia,Papua New Guinea,-4.28957,144.842
moma1243,Momare,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",msz,nucl1709,Nuclear Trans New Guinea,moma1244,Sopac,Papunesia,Papua New Guinea,-6.3409,147.79
cota1241,Cotabato Manobo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mta,aust1307,Austronesian,sara1347,Sarangani-Tasaday-Cotabato,Papunesia,Philippines,6.39417,124.234
anyi1244,Anyin Morofo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtb,atla1278,Atlantic-Congo,anyi1246,Anyinic,Africa,Côte d'Ivoire,6.1627,-4.64232
muni1257,Munit,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtc,nucl1709,Nuclear Trans New Guinea,koko1271,Kokon,Papunesia,Papua New Guinea,-5.24329,145.548
mual1241,Mualang,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtd,aust1307,Austronesian,iban1269,Iban-Mualang-Seberuang,Papunesia,Indonesia,0.31083,111.077
mono1273,Mono-Alu,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mte,aust1307,Austronesian,mono1280,Mono-Uruavan,Papunesia,Solomon Islands,-7.05102,155.76
muri1260,Murik (Papua New Guinea),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtf,lowe1423,Lower Sepik,norr1244,Nor,Papunesia,Papua New Guinea,-3.86959,144.166
unaa1239,Una,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtg,nucl1709,Nuclear Trans New Guinea,east2504,Eastern Mek,Papunesia,Indonesia,-4.69676,140.1
mung1269,Munggui,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mth,aust1307,Austronesian,cent2308,Central Yapen,Papunesia,Indonesia,-1.66773,135.918
maiw1251,Maiwa (Papua New Guinea),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mti,daga1274,Dagan,cent2401,Central Dagan,Papunesia,Papua New Guinea,-9.69836,149.274
mosk1236,Moskona,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtj,east1459,East Bird's Head,meax1236,Meax,Papunesia,Indonesia,-1.62201,133.145
mbee1250,Mbe',"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtk,atla1278,Atlantic-Congo,nkam1238,Nkambe,Africa,Cameroon,6.25838,11.0906
mont1280,Montol,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtl,afro1255,Afro-Asiatic,anga1311,Goemaic,Africa,Nigeria,9.01778,9.65014
mato1250,Mator-Taigi-Karagas,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtm,ural1272,Uralic,samo1298,Samoyedic,Eurasia,Russian Federation,53.4349,102.856
mata1288,Matagalpa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtn,misu1242,Misumalpan,mata1287,Matagalpan,North America,Nicaragua,13.0333,-86.0
toto1305,Totontepec Mixe,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mto,mixe1284,Mixe-Zoque,oaxa1241,Oaxaca Mixe,North America,Mexico,17.2157,-96.0179
wich1262,Weenhayek,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtp,mata1289,Mataguayan,wich1261,Wichi,South America,"Argentina;Bolivia, Plurinational State of",-21.988,-63.5971
muon1246,Muong,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtq,aust1305,Austroasiatic,muon1245,Muongic,Eurasia,Viet Nam,20.7374,105.186
mewa1249,Mewari,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtr,indo1319,Indo-European,mewa1253,Mewaric,Eurasia,India,24.57,73.68
yora1241,Yora,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mts,pano1259,Pano-Tacanan,yami1255,Yaminawa Complex,South America,Peru,-11.3704,-72.0409
mota1237,Mota,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtt,aust1307,Austronesian,torr1262,Torres-Banks linkage,Papunesia,Vanuatu,-13.835361,167.690924
tutu1243,Tututepec Mixtec,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtu,otom1299,Otomanguean,east2746,East Coast Mixtec,North America,Mexico,16.11351,-97.55969
asar1240,Asaro'o,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtv,nucl1709,Nuclear Trans New Guinea,mole1240,Molet-Asaroo,Papunesia,Papua New Guinea,-5.68263,146.508
maga1264,Southern Binukidnon,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtw,aust1307,Austronesian,negr1236,Negrosanon,Papunesia,Philippines,9.49196,122.769
tida1235,Tidaá Mixtec,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mtx,otom1299,Otomanguean,east2735,Eastern Alta Mixtec,North America,Mexico,17.4142,-97.3333
nabi1239,Nabi-Metan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mty,nucl1708,Nuclear Torricelli,wape1250,Wapeic,Papunesia,Papua New Guinea,-3.52828,142.329
mund1325,Mundang,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mua,atla1278,Atlantic-Congo,mund1324,Mundangic,Africa,Cameroon;Chad,9.83195,14.4751
mubi1246,Mubi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mub,afro1255,Afro-Asiatic,mubi1247,Mubic,Africa,Chad,12.6893,19.5902
mbuu1238,Ajumbu,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",muc,atla1278,Atlantic-Congo,yemn1234,Yemne-Kimbi,Africa,Cameroon,6.53792,10.2556
medn1235,Mednyj Aleut,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mud,eski1264,Eskimo-Aleut,aleu1261,Aleutic,Eurasia,Russian Federation,54.6601,167.782
medi1245,Media Lengua,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mue,mixe1287,Mixed Language,span1267,Spanish-Quechua,South America,Ecuador,-1.04518,-78.5392
musg1254,Musgu,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mug,afro1255,Afro-Asiatic,musg1256,Musgu-Mbara,Africa,Cameroon;Chad,10.8439,15.1065
mund1326,Mündü,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",muh,atla1278,Atlantic-Congo,east2391,Eastern Mundu-Baka,Africa,"Congo, The Democratic Republic of the;South Sudan",4.22755,29.9967
musi1241,Musi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mui,aust1307,Austronesian,musi1243,Music,Papunesia,Indonesia,-2.93987,103.945
mabi1242,Mabire,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",muj,afro1255,Afro-Asiatic,dang1275,Dangla-Mabire-Birgit,Africa,Chad,11.698,18.6282
mugo1238,Mugom,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",muk,sino1245,Sino-Tibetan,must1234,Mustangic,Eurasia,China;India;Nepal,29.59203,82.4549
maiw1249,Maiwala,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mum,aust1307,Austronesian,east2762,Eastern Taupota,Papunesia,Papua New Guinea,-10.3282,150.33
nyon1241,Nyong,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",muo,atla1278,Atlantic-Congo,pere1234,Perema-Mumbake,Africa,Cameroon;Nigeria,7.274185,11.061485
malv1243,Malvi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mup,indo1319,Indo-European,bhil1254,Bhil,Eurasia,India,23.488,75.562
east2371,Eastern Xiangxi Miao,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",muq,hmon1336,Hmong-Mien,nort2748,North Hmongic,Eurasia,China,28.7318,109.756
murl1244,Murle,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mur,surm1244,Surmic,didi1256,Didinga-Murle,Africa,Ethiopia;South Sudan,6.69756,33.988
cree1270,Creek,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mus,musk1252,Muskogean,musk1252,Muskogean,North America,United States,31.0,-87.5
west2408,Western Muria,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mut,drav1251,Dravidian,muri1262,Muria,Eurasia,India,20.2384,80.7006
yaak1241,Yaaku,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",muu,afro1255,Afro-Asiatic,tran1283,Transversal Lowland East Cushitic,Africa,Kenya,0.46863,37.1008
muth1236,Muthuvan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",muv,drav1251,Dravidian,muth1243,Muthuvan-Mannan,Eurasia,India,10.3524,76.7328
boun1245,Bo-Ung,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mux,nucl1709,Nuclear Trans New Guinea,melp1239,Melpa-Tembagla,Papunesia,Papua New Guinea,-5.8626,144.086
muya1243,Muyang,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",muy,afro1255,Afro-Asiatic,mada1300,Madaic,Africa,Cameroon,10.86047,14.21246
murs1242,Mursi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",muz,surm1244,Surmic,suri1266,Tirma-Chai-Mursi,Africa,Ethiopia,5.69801,36.0971
mana1295,Manam,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mva,aust1307,Austronesian,mana1301,Manam-Sepa,Papunesia,Papua New Guinea,-4.07921,145.033
matt1238,Mattole-Bear River,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvb,atha1245,Athabaskan-Eyak-Tlingit,cali1245,California Athabaskan,North America,United States,40.4321,-122.863
mamc1234,"Mam, Central","LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvc,book1242,Bookkeeping,book1242,Bookkeeping,North America,Guatemala,,
mamb1305,Mamboru,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvd,aust1307,Austronesian,kamb1320,Central-East Sumbanese,Papunesia,Indonesia,-9.42302,119.55
marw1256,Marwari (Pakistan),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mve,indo1319,Indo-European,indu1243,Indus Rajasthani,Eurasia,India;Pakistan,28.3242,71.5671
peri1253,Peripheral Mongolian,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvf,mong1349,Mongolic-Khitan,mong1331,Mongolian,Eurasia,China;Mongolia,42.4208,110.157
yucu1250,Yucuañe Mixtec,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvg,otom1299,Otomanguean,yucu1256,Yucuane-Teita,North America,Mexico,17.2832,-97.4285
mire1238,Mire,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvh,afro1255,Afro-Asiatic,ndam1255,Ndam-Tumak,Africa,Chad,9.69132,16.9932
miya1259,Miyako,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvi,japo1237,Japonic,ryuk1244,Southern Ryukyu,Eurasia,Japan,24.7564,125.363
mekm1240,Mekmek,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvk,yuat1252,Yuat,yuat1252,Yuat,Papunesia,Papua New Guinea,-4.47017,143.75
mbar1254,Mbara-Yanga,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvl,pama1250,Pama-Nyungan,pama1251,Paman,Australia,Australia,-19.29,142.475904
mina1269,Minaveha,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvn,aust1307,Austronesian,taup1241,Taupota linkage,Papunesia,Papua New Guinea,-9.59922,150.501
maro1244,Marovo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvo,aust1307,Austronesian,maro1247,Marovo-Vangunu,Papunesia,Solomon Islands,-8.37943,157.747
duri1242,Duri,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvp,aust1307,Austronesian,tora1269,Toraja-Duri,Papunesia,Indonesia,-3.37081,119.871
moer1240,Moere,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvq,nucl1709,Nuclear Trans New Guinea,kumi1249,Kumil,Papunesia,Papua New Guinea,-4.62246,145.458
mara1397,Marau,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvr,aust1307,Austronesian,ansu1238,Ansus-Ambai,Papunesia,Indonesia,-1.66738,135.797
mass1263,Massep,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvs,,,,,Papunesia,Indonesia,-1.74679,138.294
mpot1241,Mpotovoro,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvt,aust1307,Austronesian,boto1250,Botovro-Vovo-Vao,Papunesia,Vanuatu,-15.8988,167.232
marf1238,Marfa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvu,maba1274,Maban,nucl1441,Macro-Maba,Africa,Chad,13.1568,20.7882
taga1273,Tagal Murut,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvv,aust1307,Austronesian,suma1273,Sumambu-Tagal,Papunesia,Indonesia;Malaysia,4.42907,116.177
mach1265,Machinga,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvw,atla1278,Atlantic-Congo,unun9916,Unclassified Ruvuma,Africa,"Tanzania, United Republic of",-9.37101,39.4268
meos1237,Meoswar,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvx,aust1307,Austronesian,biak1249,Biakic,Papunesia,Indonesia,-2.07828,134.378
indu1241,Indus Kohistani,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvy,indo1319,Indo-European,indu1240,Indus Kohistanic,Eurasia,Pakistan,35.3389,73.0154
mesq1240,Mesqan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mvz,afro1255,Afro-Asiatic,ttgr1237,TT-Group,Africa,Ethiopia,8.10617,38.3386
mwat1237,Mwatebu,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwa,aust1307,Austronesian,buna1279,Bunama-Mwatebu,Papunesia,Papua New Guinea,-10.0271,151.066
juwa1238,Juwal,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwb,nucl1708,Nuclear Torricelli,mand1470,Mandi-Muniwara,Papunesia,Papua New Guinea,-3.78596,143.681
aree1239,Are,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwc,aust1307,Austronesian,ared1234,Are-Doga,Papunesia,Papua New Guinea,-9.67147,149.999
mwer1248,Mwera (Chimwera),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwe,atla1278,Atlantic-Congo,yaoi1234,Yaoic,Africa,"Tanzania, United Republic of",-9.75639,38.8762
murr1258,Murriny Patha,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwf,sout2772,Southern Daly,sout2772,Southern Daly,Australia,Australia,-14.74852,129.70152
aikl1237,Aiklep,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwg,aust1307,Austronesian,west2530,West Arawe,Papunesia,Papua New Guinea,-6.23575,149.571
mouk1239,Mouk-Aria,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwh,aust1307,Austronesian,bibl1237,Bibling,Papunesia,Papua New Guinea,-5.71155,149.158
labo1244,Ninde,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwi,aust1307,Austronesian,nind1243,Ninde-Nati,Papunesia,Vanuatu,-16.4291,167.442
kita1249,Kita Maninkakan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwk,mand1469,Mande,kita1248,Kita-Kagoro,Africa,Guinea;Mali,13.1798,-9.49151
mira1251,Mirandese,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwl,indo1319,Indo-European,astu1244,Asturo-Leonese,Eurasia,Spain;Portugal,41.5375,-6.38371
sarr1246,Sar,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwm,cent2225,Central Sudanic,sara1344,Sara Central Chari,Africa,Chad,8.50634,17.8785
nyam1275,Nyamwanga,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwn,atla1278,Atlantic-Congo,malu1251,Maluwawaru,Africa,"Malawi;Tanzania, United Republic of;Zambia",-9.11261,32.3163
cent2058,Central Maewo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwo,aust1307,Austronesian,maew1234,Maewo,Papunesia,Vanuatu,-15.0784,168.135
kala1377,Kala Lagaw Ya,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwp,pama1250,Pama-Nyungan,pama1250,Pama-Nyungan,Australia,Australia,-10.6748,142.196
munc1235,Mün Chin,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwq,sino1245,Sino-Tibetan,daai1235,Daai-Nghmoye-Muun-Kaang,Eurasia,Myanmar,20.289,94.3929
mwim1241,Mwimbi-Muthambi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mws,atla1278,Atlantic-Congo,nith1234,Nithi-Meru,Africa,Kenya,-0.11968,37.5939
moke1242,Moken,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwt,aust1307,Austronesian,moke1241,Moken-Moklen,Eurasia,Myanmar;Thailand,10.1474,98.6765
mitt1253,Mittu,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwu,cent2225,Central Sudanic,gber1234,Gberi-Morokodo-Mittu,Africa,South Sudan,7.45616,29.0002
ment1249,Mentawai,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwv,aust1307,Austronesian,suma1277,Sumatran,Papunesia,Indonesia,-1.41092,98.9401
hmon1333,Hmong Daw,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mww,hmon1336,Hmong-Mien,huam1250,Far Western Miao,Eurasia,China;Lao People's Democratic Republic;Thailand;Viet Nam,21.5461,103.164
medi1249,Mediak,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwx,book1242,Bookkeeping,book1242,Bookkeeping,Africa,"Tanzania, United Republic of",-2.780485,36.59766
mosi1247,Akie,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwy,nilo1247,Nilotic,okie1247,Okiek-Akie,Africa,"Tanzania, United Republic of",-5.43471,37.1869
moin1241,Moingi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mwz,atla1278,Atlantic-Congo,baso1234,Basoo,Africa,"Congo, The Democratic Republic of the",1.20615,23.5035
nort2986,Northwest Oaxaca Mixtec,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mxa,otom1299,Otomanguean,cent2266,Central-Western Baja Mixtec,North America,Mexico,17.8287,-98.0574
tezo1238,Tezoatlán Mixtec,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mxb,otom1299,Otomanguean,tezo1241,Tezoatlanic,North America,Mexico,17.6155,-97.9002
many1258,Manyika,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mxc,atla1278,Atlantic-Congo,plat1259,Plateau Shona,Africa,Mozambique;Zimbabwe,-18.1927,32.8052
moda1244,Modang,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mxd,aust1307,Austronesian,moda1243,Modang-Segai,Papunesia,Indonesia,0.80793,116.573
mele1250,Mele-Fila,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mxe,aust1307,Austronesian,mele1252,Mele-Futuna,Papunesia,Vanuatu,-17.6841,168.275
malg1250,Malgbe,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mxf,afro1255,Afro-Asiatic,koto1269,Kotoko Septentrional 2,Africa,Cameroon;Chad,12.5342,14.8475
mban1264,Mbangala,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mxg,atla1278,Atlantic-Congo,phee1234,Pheende-Kwezo,Africa,Angola,-9.15592,17.4086
mvub1239,Mvuba,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mxh,cent2225,Central Sudanic,lese1245,Leseic,Africa,"Congo, The Democratic Republic of the;Uganda",0.7398,29.6656
moza1249,Mozarabic,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",mxi,indo1319,Indo-European,unsh1234,Unshifted Western Romance,Eurasia,Spain,37.8763,-1.79724
